ID,PAPER NAME,AUTHORS NAME,PAPER LINK
10179,Polynomial Semantic Indexing,"Bing Bai, Jason Weston, David Grangier, Ronan Collobert, Kunihiko Sadamasa, Yanjun Qi, Corinna Cortes, Mehryar Mohri",/paper/2009/hash/7504adad8bb96320eb3afdd4df6e1f60-Abstract.html
10180,Neural Implementation of Hierarchical Bayesian Inference by Importance Sampling,"Lei Shi, Thomas Griffiths",/paper/2009/hash/754dda4b1ba34c6fa89716b85d68532b-Abstract.html
10181,Discriminative Network Models of Schizophrenia,"Irina Rish, Benjamin Thyreau, Bertrand Thirion, Marion Plaze, Marie-laure Paillere-martinot, Catherine Martelli, Jean-luc Martinot, Jean-baptiste Poline, Guillermo Cecchi",/paper/2009/hash/788d986905533aba051261497ecffcbb-Abstract.html
10182,Sparsistent Learning of Varying-coefficient Models with Structural Changes,"Mladen Kolar, Le Song, Eric Xing",/paper/2009/hash/7bcdf75ad237b8e02e301f4091fb6bc8-Abstract.html
10183,Dual Averaging Method for Regularized Stochastic Learning and Online Optimization,Lin Xiao,/paper/2009/hash/7cce53cf90577442771720a370c3c723-Abstract.html
10184,Analysis of SVM with Indefinite Kernels,"Yiming Ying, Colin Campbell, Mark Girolami",/paper/2009/hash/7f1de29e6da19d22b51c68001e7e0e54-Abstract.html
10185,Quantification and the language of thought,Charles Kemp,/paper/2009/hash/82161242827b703e6acf9c726942a1e4-Abstract.html
10186,Exploring Functional Connectivities of the Human Brain using Multivariate Information Analysis,"Barry Chai, Dirk Walther, Diane Beck, Li Fei-fei",/paper/2009/hash/8248a99e81e752cb9b41da3fc43fbe7f-Abstract.html
10187,Semi-supervised Learning using Sparse Eigenfunction Bases,"Kaushik Sinha, Mikhail Belkin",/paper/2009/hash/82b8a3434904411a9fdc43ca87cee70c-Abstract.html
10188,On Learning Rotations,Raman Arora,/paper/2009/hash/82cec96096d4281b7c95cd7e74623496-Abstract.html
10189,A Gaussian Tree Approximation for Integer Least-Squares,"Jacob Goldberger, Amir Leshem",/paper/2009/hash/839ab46820b524afda05122893c2fe8e-Abstract.html
10190,Nonlinear directed acyclic structure learning with weakly additive noise models,"Arthur Gretton, Peter Spirtes, Robert Tillman",/paper/2009/hash/83fa5a432ae55c253d0e60dbfa716723-Abstract.html
10191,FACTORIE: Probabilistic Programming via Imperatively Defined Factor Graphs,"Andrew McCallum, Karl Schultz, Sameer Singh",/paper/2009/hash/847cc55b7032108eee6dd897f3bca8a5-Abstract.html
10192,Exponential Family Graph Matching and Ranking,"James Petterson, Jin Yu, Julian Mcauley, Tibério Caetano",/paper/2009/hash/85d8ce590ad8981ca2c8286f79f59954-Abstract.html
10193,Extending Phase Mechanism to Differential Motion Opponency for Motion Pop-out,"Yicong Meng, Bertram Shi",/paper/2009/hash/884d247c6f65a96a7da4d1105d584ddd-Abstract.html
10194,Periodic Step Size Adaptation for Single Pass On-line Learning,"Chun-nan Hsu, Yu-ming Chang, Hanshen Huang, Yuh-jye Lee",/paper/2009/hash/884d79963bd8bc0ae9b13a1aa71add73-Abstract.html
10195,Construction of Nonparametric Bayesian Models from Parametric Bayes Equations,Peter Orbanz,/paper/2009/hash/892c91e0a653ba19df81a90f89d99bcd-Abstract.html
10196,Adaptive Regularization for Transductive Support Vector Machine,"Zenglin Xu, Rong Jin, Jianke Zhu, Irwin King, Michael Lyu, Zhirong Yang",/paper/2009/hash/8a0e1141fd37fa5b98d5bb769ba1a7cc-Abstract.html
10197,Subject independent EEG-based BCI decoding,"Siamac Fazli, Cristian Grozea, Marton Danoczy, Benjamin Blankertz, Florin Popescu, Klaus-Robert Müller",/paper/2009/hash/8a1e808b55fde9455cb3d8857ed88389-Abstract.html
10198,On the Convergence of the Concave-Convex Procedure,"Gert Lanckriet, Bharath K. Sriperumbudur",/paper/2009/hash/8b5040a8a5baf3e0e67386c2e3a9b903-Abstract.html
10199,Orthogonal Matching Pursuit From Noisy Random Measurements: A New Analysis,"Sundeep Rangan, Alyson K. Fletcher",/paper/2009/hash/8d6dc35e506fc23349dd10ee68dabb64-Abstract.html
10200,"Noise Characterization, Modeling, and Reduction for In Vivo Neural Recording","Zhi Yang, Qi Zhao, Edward Keefer, Wentai Liu",/paper/2009/hash/8e296a067a37563370ded05f5a3bf3ec-Abstract.html
10201,Adaptive Regularization of Weight Vectors,"Koby Crammer, Alex Kulesza, Mark Dredze",/paper/2009/hash/8ebda540cbcc4d7336496819a46a1b68-Abstract.html
10202,Posterior vs Parameter Sparsity in Latent Variable Models,"Kuzman Ganchev, Ben Taskar, Fernando Pereira, João Gama",/paper/2009/hash/8f1d43620bc6bb580df6e80b0dc05c48-Abstract.html
10203,Reconstruction of Sparse Circuits Using Multi-neuronal Excitation (RESCUME),"Tao Hu, Anthony Leonardo, Dmitri Chklovskii",/paper/2009/hash/8f7d807e1f53eff5f9efbe5cb81090fb-Abstract.html
10204,Label Selection on Graphs,"Andrew Guillory, Jeff A. Bilmes",/paper/2009/hash/90794e3b050f815354e3e29e977a88ab-Abstract.html
10205,"A Fast, Consistent Kernel Two-Sample Test","Arthur Gretton, Kenji Fukumizu, Zaïd Harchaoui, Bharath K. Sriperumbudur",/paper/2009/hash/9246444d94f081e3549803b928260f56-Abstract.html
10206,Robust Nonparametric Regression with Metric-Space Valued Output,Matthias Hein,/paper/2009/hash/92977ae4d2ba21425a59afb269c2a14e-Abstract.html
10207,Kernels and learning curves for Gaussian process regression on random graphs,"Peter Sollich, Matthew Urry, Camille Coti",/paper/2009/hash/92cc227532d17e56e07902b254dfad10-Abstract.html
10208,Thresholding Procedures for High Dimensional Variable Selection and Statistical Estimation,Shuheng Zhou,/paper/2009/hash/92fb0c6d1758261f10d052e6e2c1123c-Abstract.html
10209,Beyond Categories: The Visual Memex Model for Reasoning About Object Relationships,"Tomasz Malisiewicz, Alyosha Efros",/paper/2009/hash/93db85ed909c13838ff95ccfa94cebd9-Abstract.html
10210,Conditional Random Fields with High-Order Features for Sequence Labeling,"Nan Ye, Wee Lee, Hai Chieu, Dan Wu",/paper/2009/hash/94f6d7e04a4d452035300f18b984988c-Abstract.html
10211,Abstraction and Relational learning,"Charles Kemp, Alan Jern",/paper/2009/hash/96da2f590cd7246bbde0051047b0d6f7-Abstract.html
10212,Fast Graph Laplacian Regularized Kernel Learning via Semidefinite–Quadratic–Linear Programming,"Xiao-ming Wu, Anthony So, Zhenguo Li, Shuo-yen Li",/paper/2009/hash/96ea64f3a1aa2fd00c72faacf0cb8ac9-Abstract.html
10213,A Data-Driven Approach to Modeling Choice,"Vivek Farias, Srikanth Jagabathula, Devavrat Shah",/paper/2009/hash/98b297950041a42470269d56260243a1-Abstract.html
10214,Anomaly Detection with Score functions based on Nearest Neighbor Graphs,"Manqi Zhao, Venkatesh Saligrama",/paper/2009/hash/996a7fa078cc36c46d02f9af3bef918b-Abstract.html
10215,Submodularity Cuts and Applications,"Yoshinobu Kawahara, Kiyohito Nagano, Koji Tsuda, Jeff A. Bilmes",/paper/2009/hash/9ad6aaed513b73148b7d49f70afcfb32-Abstract.html
10216,Bayesian Sparse Factor Models and DAGs Inference and Comparison,"Ricardo Henao, Ole Winther",/paper/2009/hash/9b698eb3105bd82528f23d0c92dedfc0-Abstract.html
10217,A Sparse Non-Parametric Approach for Single Channel Separation of Known Sounds,"Paris Smaragdis, Madhusudana Shashanka, Bhiksha Raj",/paper/2009/hash/9c3b1830513cc3b8fc4b76635d32e692-Abstract.html
10218,Data-driven calibration of linear estimators with minimal penalties,"Sylvain Arlot, Francis Bach",/paper/2009/hash/9c838d2e45b2ad1094d42f4ef36764f6-Abstract.html
10219,fMRI-Based Inter-Subject Cortical Alignment Using Functional Connectivity,"Bryan Conroy, Ben Singer, James Haxby, Peter J. Ramadge",/paper/2009/hash/9f396fe44e7c05c16873b05ec425cbad-Abstract.html
10220,Unsupervised feature learning for audio classification using convolutional deep belief networks,"Honglak Lee, Peter Pham, Yan Largman, Andrew Ng",/paper/2009/hash/a113c1ecd3cace2237256f4c712f61b5-Abstract.html
10221,Accelerating Bayesian Structural Inference for Non-Decomposable Gaussian Graphical Models,"Baback Moghaddam, Emtiyaz Khan, Kevin P. Murphy, Benjamin M. Marlin",/paper/2009/hash/a1519de5b5d44b31a01de013b9b51a80-Abstract.html
10222,Learning transport operators for image manifolds,"Benjamin Culpepper, Bruno Olshausen",/paper/2009/hash/a1d50185e7426cbb0acad1e6ca74b9aa-Abstract.html
10223,Manifold Embeddings for Model-Based Reinforcement Learning under Partial Observability,"Keith Bush, Joelle Pineau",/paper/2009/hash/a2557a7b2e94197ff767970b67041697-Abstract.html
10224,Ensemble Nystrom Method,"Sanjiv Kumar, Mehryar Mohri, Ameet Talwalkar",/paper/2009/hash/a49e9411d64ff53eccfdd09ad10a15b3-Abstract.html
10225,Manifold Regularization for SIR with Rate Root-n Convergence,"Wei Bian, Dacheng Tao",/paper/2009/hash/a516a87cfcaef229b342c437fe2b95f7-Abstract.html
10226,STDP enables spiking neurons to detect hidden causes of their inputs,"Bernhard Nessler, Michael Pfeiffer, Wolfgang Maass",/paper/2009/hash/a5cdd4aa0048b187f7182f1b9ce7a6a7-Abstract.html
10227,Locality-sensitive binary codes from shift-invariant kernels,"Maxim Raginsky, Svetlana Lazebnik",/paper/2009/hash/a5e00132373a7031000fd987a3c9f87b-Abstract.html
10228,Regularized Distance Metric Learning:Theory and Algorithm,"Rong Jin, Shijun Wang, Yang Zhou",/paper/2009/hash/a666587afda6e89aec274a3657558a27-Abstract.html
10229,Time-Varying Dynamic Bayesian Networks,"Le Song, Mladen Kolar, Eric Xing",/paper/2009/hash/a67f096809415ca1c9f112d96d27689b-Abstract.html
10230,A General Projection Property for Distribution Families,"Yao-liang Yu, Yuxi Li, Dale Schuurmans, Csaba Szepesvári",/paper/2009/hash/a684eceee76fc522773286a895bc8436-Abstract.html
10231,Region-based Segmentation and Object Detection,"Stephen Gould, Tianshi Gao, Daphne Koller",/paper/2009/hash/a7aeed74714116f3b292a982238f83d2-Abstract.html
10232,Hierarchical Mixture of Classification Experts Uncovers Interactions between Brain Regions,"Bangpeng Yao, Dirk Walther, Diane Beck, Li Fei-fei",/paper/2009/hash/a86c450b76fb8c371afead6410d55534-Abstract.html
10233,Unsupervised Detection of Regions of Interest Using Iterative Link Analysis,"Gunhee Kim, Antonio Torralba",/paper/2009/hash/a87ff679a2f3e71d9181a67b7542122c-Abstract.html
10234,Fast Learning from Non-i.i.d. Observations,"Ingo Steinwart, Andreas Christmann",/paper/2009/hash/a89cf525e1d9f04d16ce31165e139a4b-Abstract.html
10235,Evaluating multi-class learning strategies in a generative hierarchical framework for object detection,"Sanja Fidler, Marko Boben, Ales Leonardis",/paper/2009/hash/a8baa56554f96369ab93e4f3bb068c22-Abstract.html
10236,Optimal Scoring for Unsupervised Learning,"Zhihua Zhang, Guang Dai",/paper/2009/hash/a8e864d04c95572d1aece099af852d0a-Abstract.html
10237,Matrix Completion from Noisy Entries,"Raghunandan Keshavan, Andrea Montanari, Sewoong Oh",/paper/2009/hash/aa942ab2bfa6ebda4840e7360ce6e7ef-Abstract.html
10238,A Generalized Natural Actor-Critic Algorithm,"Tetsuro Morimura, Eiji Uchibe, Junichiro Yoshimoto, Kenji Doya",/paper/2009/hash/acf4b89d3d503d8252c9c4ba75ddbf6d-Abstract.html
10239,Efficient Moments-based Permutation Tests,"Chunxiao Zhou, Huixia Wang, Yongmei Wang",/paper/2009/hash/afd4836712c5e77550897e25711e1d96-Abstract.html
10240,Maximum likelihood trajectories for continuous-time Markov chains,Theodore Perkins,/paper/2009/hash/afda332245e2af431fb7b672a68b659d-Abstract.html
10241,Lower bounds on minimax rates for nonparametric regression with additive sparsity and smoothness,"Garvesh Raskutti, Bin Yu, Martin J. Wainwright",/paper/2009/hash/b1563a78ec59337587f6ab6397699afc-Abstract.html
10242,Sufficient Conditions for Agnostic Active Learnable,Liwei Wang,/paper/2009/hash/b1d10e7bafa4421218a51b1e1f1b0ba2-Abstract.html
10243,The Ordered Residual Kernel for Robust Motion Subspace Clustering,"Tat-jun Chin, Hanzi Wang, David Suter",/paper/2009/hash/b337e84de8752b27eda3a12363109e80-Abstract.html
10244,Learning to Rank by Optimizing NDCG Measure,"Hamed Valizadegan, Rong Jin, Ruofei Zhang, Jianchang Mao",/paper/2009/hash/b3967a0e938dc2a6340e258630febd5a-Abstract.html
10245,Slow Learners are Fast,"Martin Zinkevich, John Langford, Alex Smola",/paper/2009/hash/b55ec28c52d5f6205684a473a2193564-Abstract.html
10246,Tracking Dynamic Sources of Malicious Activity at Internet Scale,"Shobha Venkataraman, Avrim Blum, Dawn Song, Subhabrata Sen, Oliver Spatscheck",/paper/2009/hash/b6edc1cd1f36e45daf6d7824d7bb2283-Abstract.html
10247,Graph Zeta Function in the Bethe Free Energy and Loopy Belief Propagation,"Yusuke Watanabe, Kenji Fukumizu",/paper/2009/hash/b6f0479ae87d244975439c6124592772-Abstract.html
10248,Learning in Markov Random Fields using Tempered Transitions,Russ R. Salakhutdinov,/paper/2009/hash/b7ee6f5f9aa5cd17ca1aea43ce848496-Abstract.html
10249,Statistical Consistency of Top-k Ranking,"Fen Xia, Tie-yan Liu, Hang Li",/paper/2009/hash/ba2fd310dcaa8781a9a652a31baf3c68-Abstract.html
10250,Speaker Comparison with Inner Product Discriminant Functions,"Zahi Karam, Douglas Sturim, William Campbell",/paper/2009/hash/bac9162b47c56fc8a4d2a519803d51b3-Abstract.html
10251,Asymptotic Analysis of MAP Estimation via the Replica Method and Compressed Sensing,"Sundeep Rangan, Vivek Goyal, Alyson K. Fletcher",/paper/2009/hash/bdb106a0560c4e46ccc488ef010af787-Abstract.html
10252,Statistical Models of Linear and Nonlinear Contextual Interactions in Early Visual Processing,"Ruben Coen-cagli, Peter Dayan, Odelia Schwartz",/paper/2009/hash/be3159ad04564bfb90db9e32851ebf9c-Abstract.html
10253,A joint maximum-entropy model for binary neural population patterns and continuous signals,"Sebastian Gerwinn, Philipp Berens, Matthias Bethge",/paper/2009/hash/be83ab3ecd0db773eb2dc1b0a17836a1-Abstract.html
10254,Hierarchical Modeling of Local Image Features through $L_p$-Nested Symmetric Distributions,"Matthias Bethge, Eero Simoncelli, Fabian Sinz",/paper/2009/hash/c0e190d8267e36708f955d7ab048990d-Abstract.html
10255,Optimizing Multi-Class Spatio-Spectral Filters via Bayes Error Estimation for EEG Classification,"Wenming Zheng, Zhouchen Lin",/paper/2009/hash/c16a5320fa475530d9583c34fd356ef5-Abstract.html
10256,Nash Equilibria of Static Prediction Games,"Michael Brückner, Tobias Scheffer",/paper/2009/hash/c399862d3b9d6b76c8436e924a68c45b-Abstract.html
10257,Robust Principal Component Analysis: Exact Recovery of Corrupted Low-Rank Matrices via Convex Optimization,"John Wright, Arvind Ganesh, Shankar Rao, Yigang Peng, Yi Ma",/paper/2009/hash/c45147dee729311ef5b5c3003946c48f-Abstract.html
10258,Unsupervised Feature Selection for the $k$-means Clustering Problem,"Christos Boutsidis, Petros Drineas, Michael W. Mahoney",/paper/2009/hash/c51ce410c124a10e0db5e4b97fc2af39-Abstract.html
10259,Multi-Step Dyna Planning for Policy Evaluation and Control,"Hengshuai Yao, Shalabh Bhatnagar, Dongcui Diao, Richard S. Sutton, Csaba Szepesvári",/paper/2009/hash/c52f1bd66cc19d05628bd8bf27af3ad6-Abstract.html
10260,Variational Inference for the Nested Chinese Restaurant Process,"Chong Wang, David Blei",/paper/2009/hash/ca46c1b9512a7a8315fa3c5a946e8265-Abstract.html
10261,A Biologically Plausible Model for Rapid Natural Scene Identification,"Sennay Ghebreab, Steven Scholte, Victor Lamme, Arnold Smeulders",/paper/2009/hash/ccb0989662211f61edae2e26d58ea92f-Abstract.html
10262,Learning from Neighboring Strokes: Combining Appearance and Context for Multi-Domain Sketch Recognition,"Tom Ouyang, Randall Davis",/paper/2009/hash/cf67355a3333e6e143439161adc2d82e-Abstract.html
10263,Approximating MAP by Compensating for Structural Relaxations,"Arthur Choi, Adnan Darwiche",/paper/2009/hash/cfbce4c1d7c425baf21d6b6f2babe6be-Abstract.html
10264,Non-Parametric Bayesian Dictionary Learning for Sparse Image Representations,"Mingyuan Zhou, Haojun Chen, Lu Ren, Guillermo Sapiro, Lawrence Carin, John Paisley",/paper/2009/hash/cfecdb276f634854f3ef915e2e980c31-Abstract.html
10265,Discrete MDL Predicts in Total Variation,Marcus Hutter,/paper/2009/hash/d3d9446802a44259755d38e6d163e820-Abstract.html
10266,Efficient and Accurate Lp-Norm Multiple Kernel Learning,"Marius Kloft, Ulf Brefeld, Pavel Laskov, Klaus-Robert Müller, Alexander Zien, Sören Sonnenburg",/paper/2009/hash/d516b13671a4179d9b7b458a6ebdeb92-Abstract.html
10267,Occlusive Components Analysis,"Jörg Lücke, Richard Turner, Maneesh Sahani, Marc Henniges",/paper/2009/hash/d67d8ab4f4c10bf22aa353e27879133c-Abstract.html
10268,Distribution-Calibrated Hierarchical Classification,Ofer Dekel,/paper/2009/hash/d707329bece455a462b58ce00d1194c9-Abstract.html
10269,A Smoothed Approximate Linear Program,"Vijay Desai, Vivek Farias, Ciamac C. Moallemi",/paper/2009/hash/d7322ed717dedf1eb4e6e52a37ea7bcd-Abstract.html
10270,Explaining human multiple object tracking as resource-constrained approximate inference in a dynamic probabilistic model,"Ed Vul, George Alvarez, Joshua Tenenbaum, Michael Black",/paper/2009/hash/d79aac075930c83c2f1e369a511148fe-Abstract.html
10271,Graph-based Consensus Maximization among Multiple Supervised and Unsupervised Models,"Jing Gao, Feng Liang, Wei Fan, Yizhou Sun, Jiawei Han",/paper/2009/hash/d7a728a67d909e714c0774e22cb806f2-Abstract.html
10272,Efficient Large-Scale Distributed Training of Conditional Maximum Entropy Models,"Ryan Mcdonald, Mehryar Mohri, Nathan Silberman, Dan Walker, Gideon Mann",/paper/2009/hash/d81f9c1be2e08964bf9f24b15f0e4900-Abstract.html
10273,On the Algorithmics and Applications of a Mixed-norm based Kernel Learning Formulation,"Saketha Jagarlapudi, Dinesh G, Raman S, Chiranjib Bhattacharyya, Aharon Ben-tal, Ramakrishnan K.r.",/paper/2009/hash/d86ea612dec96096c5e0fcc8dd42ab6d-Abstract.html
10274,Estimating image bases for visual image reconstruction from human brain activity,"Yusuke Fujiwara, Yoichi Miyawaki, Yukiyasu Kamitani",/paper/2009/hash/dc5689792e08eb2e219dce49e64c885b-Abstract.html
10275,A unified framework for high-dimensional analysis of $M$-estimators with decomposable regularizers,"Sahand Negahban, Bin Yu, Martin J. Wainwright, Pradeep Ravikumar",/paper/2009/hash/dc58e3a306451c9d670adcd37004f48f-Abstract.html
10276,Grouped Orthogonal Matching Pursuit for Variable Selection and Prediction,"Grzegorz Swirszcz, Naoki Abe, Aurelie C. Lozano",/paper/2009/hash/dd45045f8c68db9f54e70c67048d32e8-Abstract.html
10277,Rank-Approximate Nearest Neighbor Search: Retaining Meaning and Speed in High Dimensions,"Parikshit Ram, Dongryeol Lee, Hua Ouyang, Alexander Gray",/paper/2009/hash/ddb30680a691d157187ee1cf9e896d03-Abstract.html
10278,Online Learning of Assignments,"Matthew Streeter, Daniel Golovin, Andreas Krause",/paper/2009/hash/e0c641195b27425bb056ac56f8953d24-Abstract.html
10279,Skill Discovery in Continuous Reinforcement Learning Domains using Skill Chaining,"George Konidaris, Andrew Barto",/paper/2009/hash/e0cf1f47118daebc5b16269099ad7347-Abstract.html
10280,Strategy Grafting in Extensive Games,"Kevin Waugh, Nolan Bard, Michael Bowling",/paper/2009/hash/e0ec453e28e061cc58ac43f91dc2f3f0-Abstract.html
10281,Training Factor Graphs with Reinforcement Learning for Efficient MAP Inference,"Khashayar Rohanimanesh, Sameer Singh, Andrew McCallum, Michael Black",/paper/2009/hash/e205ee2a5de471a70c1fd1b46033a75f-Abstract.html
10282,Learning a Small Mixture of Trees,"M. Kumar, Daphne Koller",/paper/2009/hash/e2a2dcc36a08a345332c751b2f2e476c-Abstract.html
10283,An Additive Latent Feature Model for Transparent Object Recognition,"Mario Fritz, Gary Bradski, Sergey Karayev, Trevor Darrell, Michael Black",/paper/2009/hash/e46de7e1bcaaced9a54f1e9d0d2f800d-Abstract.html
10284,Know Thy Neighbour: A Normative Theory of Synaptic Depression,"Jean-pascal Pfister, Peter Dayan, Máté Lengyel",/paper/2009/hash/e4bb4c5173c2ce17fd8fcd40041c068f-Abstract.html
10285,Randomized Pruning: Efficiently Calculating Expectations in Large Dynamic Programs,"Alexandre Bouchard-côté, Slav Petrov, Dan Klein",/paper/2009/hash/e515df0d202ae52fcebb14295743063b-Abstract.html
10286,A Rate Distortion Approach for Semi-Supervised Conditional Random Fields,"Yang Wang, Gholamreza Haffari, Shaojun Wang, Greg Mori",/paper/2009/hash/e5841df2166dd424a57127423d276bbe-Abstract.html
10287,Learning to Explore and Exploit in POMDPs,"Chenghui Cai, Xuejun Liao, Lawrence Carin",/paper/2009/hash/e58cc5ca94270acaceed13bc82dfedf7-Abstract.html
10288,Multiple Incremental Decremental Learning of Support Vector Machines,"Masayuki Karasuyama, Ichiro Takeuchi",/paper/2009/hash/e6b4b2a746ed40e1af829d1fa82daa10-Abstract.html
10289,Bayesian Source Localization with the Multivariate Laplace Prior,"Marcel Gerven, Botond Cseke, Robert Oostenveld, Tom Heskes",/paper/2009/hash/e7b24b112a44fdd9ee93bdf998c6ca0e-Abstract.html
10290,Learning Non-Linear Combinations of Kernels,"Corinna Cortes, Mehryar Mohri, Afshin Rostamizadeh",/paper/2009/hash/e7f8a7fb0b77bcb3b283af5be021448f-Abstract.html
10291,Conditional Neural Fields,"Jian Peng, Liefeng Bo, Jinbo Xu",/paper/2009/hash/e820a45f1dfc7b95282d10b6087e11c0-Abstract.html
10292,An Online Algorithm for Large Scale Image Similarity Learning,"Gal Chechik, Uri Shalit, Varun Sharma, Samy Bengio",/paper/2009/hash/e97ee2054defb209c35fe4dc94599061-Abstract.html
10293,Functional network reorganization in motor cortex can be explained by reward-modulated Hebbian learning,"Steven Chase, Andrew Schwartz, Wolfgang Maass, Robert Legenstein",/paper/2009/hash/eb163727917cbba1eea208541a643e74-Abstract.html
10294,The Infinite Partially Observable Markov Decision Process,Finale Doshi-velez,/paper/2009/hash/ebd9629fc3ae5e9f6611e2ee05a31cef-Abstract.html
10295,Accelerated Gradient Methods for Stochastic Optimization and Online Learning,"Chonghai Hu, Weike Pan, James Kwok",/paper/2009/hash/ec5aa0b7846082a2415f0902f0da88f2-Abstract.html
10296,Robust Value Function Approximation Using Bilinear Programming,"Marek Petrik, Shlomo Zilberstein",/paper/2009/hash/ec5decca5ed3d6b8079e2e7e7bacc9f2-Abstract.html
10297,Parallel Inference for Latent Dirichlet Allocation on Graphics Processing Units,"Feng Yan, Ningyi Xu, Yuan Qi",/paper/2009/hash/ed265bc903a5a097f61d3ec064d96d2e-Abstract.html
10298,Local Rules for Global MAP: When Do They Work ?,"Kyomin Jung, Pushmeet Kohli, Devavrat Shah",/paper/2009/hash/eecca5b6365d9607ee5a9d336962c534-Abstract.html
10299,Bayesian estimation of orientation preference maps,"Sebastian Gerwinn, Leonard White, Matthias Kaschube, Matthias Bethge, Jakob H. Macke",/paper/2009/hash/ef0d3930a7b6c95bd2b32ed45989c61f-Abstract.html
10300,A Bayesian Analysis of Dynamics in Free Recall,"Richard Socher, Samuel Gershman, Per Sederberg, Kenneth Norman, Adler Perotte, David Blei",/paper/2009/hash/efe937780e95574250dabe07151bdc23-Abstract.html
10301,Structural inference affects depth perception in the context of potential occlusion,"Ian Stevenson, Konrad Koerding",/paper/2009/hash/f197002b9a0853eca5e046d9ca4663d5-Abstract.html
10302,Indian Buffet Processes with Power-law Behavior,"Yee Teh, Dilan Gorur",/paper/2009/hash/f1b6f2857fb6d44dd73c7041e0aa0f19-Abstract.html
10303,Boosting with Spatial Regularization,"Yongxin Xi, Uri Hasson, Peter J. Ramadge, Zhen Xiang",/paper/2009/hash/f2217062e9a397a1dca429e7d70bc6ca-Abstract.html
10304,Time-rescaling methods for the estimation and assessment of non-Poisson neural encoding models,Jonathan Pillow,/paper/2009/hash/f3f27a324736617f20abbf2ffd806f6d-Abstract.html
10305,Semi-supervised Regression using Hessian energy with an application to semi-supervised dimensionality reduction,"Kwang Kim, Florian Steinke, Matthias Hein",/paper/2009/hash/f4552671f8909587cf485ea990207f3b-Abstract.html
10306,Localizing Bugs in Program Executions with Graphical Models,"Laura Dietz, Valentin Dallmeier, Andreas Zeller, Tobias Scheffer",/paper/2009/hash/f64eac11f2cd8f0efa196f8ad173178e-Abstract.html
10307,Human Rademacher Complexity,"Jerry Zhu, Bryan Gibson, Timothy T. Rogers",/paper/2009/hash/f7664060cc52bc6f3d620bcedc94a4b6-Abstract.html
10308,Beyond Convexity: Online Submodular Minimization,"Elad Hazan, Satyen Kale",/paper/2009/hash/f770b62bc8f42a0b66751fe636fc6eb0-Abstract.html
10309,Learning from Multiple Partially Observed Views - an Application to Multilingual Text Categorization,"Massih R. Amini, Nicolas Usunier, Cyril Goutte",/paper/2009/hash/f79921bbae40a577928b76d2fc3edc2a-Abstract.html
10310,Measuring model complexity with the prior predictive,Wolf Vanpaemel,/paper/2009/hash/f7cade80b7cc92b991cf4d2806d6bd78-Abstract.html
10311,Nonparametric Bayesian Texture Learning and Synthesis,"Long Zhu, Yuanahao Chen, Bill Freeman, Antonio Torralba",/paper/2009/hash/f7e6c85504ce6e82442c770f7c8606f0-Abstract.html
10312,"A Bayesian Model for Simultaneous Image Clustering, Annotation and Object Segmentation","Lan Du, Lu Ren, Lawrence Carin, David Dunson",/paper/2009/hash/f85454e8279be180185cac7d243c5eb3-Abstract.html
10313,Whose Vote Should Count More: Optimal Integration of Labels from Labelers of Unknown Expertise,"Jacob Whitehill, Ting-fan Wu, Jacob Bergsma, Javier Movellan, Paul Ruvolo",/paper/2009/hash/f899139df5e1059396431415e770c6dd-Abstract.html
10314,Reading Tea Leaves: How Humans Interpret Topic Models,"Jonathan Chang, Sean Gerrish, Chong Wang, Jordan Boyd-graber, David Blei",/paper/2009/hash/f92586a25bb3145facd64ab20fd554ff-Abstract.html
10315,Segmenting Scenes by Matching Image Composites,"Bryan Russell, Alyosha Efros, Josef Sivic, Bill Freeman, Andrew Zisserman",/paper/2009/hash/fba9d88164f3e2d9109ee770223212a0-Abstract.html
10316,Generalization Errors and Learning Curves for Regression with Multi-task Gaussian Processes,Kian Chai,/paper/2009/hash/fbd7939d674997cdb4692d34de8633c4-Abstract.html
10317,Breaking Boundaries Between Induction Time and Diagnosis Time Active Information Acquisition,"Ashish Kapoor, Eric Horvitz",/paper/2009/hash/fc221309746013ac554571fbd180e1c8-Abstract.html
10318,An Integer Projected Fixed Point Method for Graph Matching and MAP Inference,"Marius Leordeanu, Martial Hebert, Rahul Sukthankar",/paper/2009/hash/fc2c7c47b918d0c2d792a719dfb602ef-Abstract.html
10319,Efficient Bregman Range Search,Lawrence Cayton,/paper/2009/hash/fe131d7f5a6b38b23cc967316c13dae2-Abstract.html
10320,Complexity of Decentralized Control: Special Cases,"Martin Allen, Shlomo Zilberstein",/paper/2009/hash/fec8d47d412bcbeece3d9128ae855a7a-Abstract.html
10321,Near-minimax recursive density estimation on the binary hypercube,"Maxim Raginsky, Svetlana Lazebnik, Rebecca Willett, Jorge Silva",/paper/2008/hash/00411460f7c92d2124a67ea0f4cb5f85-Abstract.html
10322,Translated Learning: Transfer Learning across Different Feature Spaces,"Wenyuan Dai, Yuqiang Chen, Gui-rong Xue, Qiang Yang, Yong Yu",/paper/2008/hash/0060ef47b12160b9198302ebdb144dcf-Abstract.html
10323,Learning Bounded Treewidth Bayesian Networks,"Gal Elidan, Stephen Gould",/paper/2008/hash/006f52e9102a8d3be2fe5614f42ba989-Abstract.html
