ID,PAPER NAME,AUTHORS NAME,PAPER LINK
803,Revenue maximization via machine learning with noisy data,"Ellen Vitercik, Tom Yan",/paper/2021/hash/56d33021e640f5d64a611a71b5dc30a3-Abstract.html
804,Exploiting Data Sparsity in Secure Cross-Platform Social Recommendation,"Jinming Cui, Chaochao Chen, Lingjuan Lyu, Carl Yang, Wang Li",/paper/2021/hash/56db57b4db0a6fcb7f9e0c0b504f6472-Abstract.html
805,Parallelizing Thompson Sampling,"Amin Karbasi, Vahab Mirrokni, Mohammad Shadravan",/paper/2021/hash/56f0b515214a7ec9f08a4bbf9a56f7ba-Abstract.html
806,Dynamic Causal Bayesian Optimization,"Virginia Aglietti, Neil Dhir, Javier González, Theodoros Damoulas",/paper/2021/hash/577bcc914f9e55d5e4e4f82f9f00e7d4-Abstract.html
807,Local Differential Privacy for Regret Minimization in Reinforcement Learning,"Evrard Garcelon, Vianney Perchet, Ciara Pike-Burke, Matteo Pirotta",/paper/2021/hash/580760fb5def6e2ca8eaf601236d5b08-Abstract.html
808,Emergent Discrete Communication in Semantic Spaces,"Mycal Tucker, Huao Li, Siddharth Agrawal, Dana Hughes, Katia  Sycara, Michael Lewis, Julie A Shah",/paper/2021/hash/5812f92450ccaf17275500841c70924a-Abstract.html
809,"Drop, Swap, and Generate: A Self-Supervised Approach for Generating Neural Activity","Ran Liu, Mehdi Azabou, Max Dabagia, Chi-Heng Lin, Mohammad Gheshlaghi Azar, Keith Hengen, Michal Valko, Eva Dyer",/paper/2021/hash/58182b82110146887c02dbd78719e3d5-Abstract.html
810,Equivariant Manifold Flows,"Isay Katsman, Aaron Lou, Derek Lim, Qingxuan Jiang, Ser Nam Lim, Christopher M. De Sa",/paper/2021/hash/581b41df0cd50ace849e061ef74827fc-Abstract.html
811,Scalable Bayesian GPFA with automatic relevance determination and discrete noise models,"Kristopher Jensen, Ta-Chu Kao, Jasmine Stone, Guillaume Hennequin",/paper/2021/hash/58238e9ae2dd305d79c2ebc8c1883422-Abstract.html
812,Recurrence along Depth: Deep Convolutional Neural Networks with Recurrent Layer Aggregation,"Jingyu Zhao, Yanwen Fang, Guodong Li",/paper/2021/hash/582967e09f1b30ca2539968da0a174fa-Abstract.html
813,Independent Prototype Propagation for Zero-Shot Compositionality,"Frank Ruis, Gertjan Burghouts, Doina Bucur",/paper/2021/hash/584b98aac2dddf59ee2cf19ca4ccb75e-Abstract.html
814,Universal Graph Convolutional Networks,"Di Jin, Zhizhi Yu, Cuiying Huo, Rui Wang, Xiao Wang, Dongxiao He, Jiawei Han",/paper/2021/hash/5857d68cd9280bc98d079fa912fd6740-Abstract.html
815,Adversarial Feature Desensitization,"Pouya Bashivan, Reza Bayat, Adam Ibrahim, Kartik Ahuja, Mojtaba Faramarzi, Touraj Laleh, Blake Richards, Irina Rish",/paper/2021/hash/587b7b833034299fdd5f4b10e7dc9fca-Abstract.html
816,Few-Shot Data-Driven Algorithms for Low Rank Approximation,"Piotr Indyk, Tal Wagner, David Woodruff",/paper/2021/hash/588da7a73a2e919a23cb9a419c4c6d44-Abstract.html
817,Neural-PIL: Neural Pre-Integrated Lighting for Reflectance Decomposition,"Mark Boss, Varun Jampani, Raphael Braun, Ce Liu, Jonathan Barron, Hendrik PA Lensch",/paper/2021/hash/58ae749f25eded36f486bc85feb3f0ab-Abstract.html
818,Asymptotics of the Bootstrap via Stability with Applications to Inference with Model Selection,"Morgane Austern, Vasilis Syrgkanis",/paper/2021/hash/58b7483ba899e0ce4d97ac5eecf6fa99-Abstract.html
819,Dynamic influence maximization,Binghui Peng,/paper/2021/hash/58ec72df0caca51df569d0b497c33805-Abstract.html
820,Risk Monotonicity in Statistical Learning,Zakaria Mhammedi,/paper/2021/hash/5907c88df2965e500c98e948dfae20c0-Abstract.html
821,Information is Power: Intrinsic Control via Information Capture,"Nicholas Rhinehart, Jenny Wang, Glen Berseth, John Co-Reyes, Danijar Hafner, Chelsea Finn, Sergey Levine",/paper/2021/hash/59112692262234e3fad47fa8eabf03a4-Abstract.html
822,Extracting Deformation-Aware Local Features by Learning to Deform,"Guilherme Potje, Renato Martins, Felipe Chamone, Erickson Nascimento",/paper/2021/hash/5934c1ec0cd31e12bd9084d106bc2e32-Abstract.html
823,Object-Centric Representation Learning with Generative Spatial-Temporal Factorization,"Nanbo Li, Muhammad Ahmed Raza, Wenbin Hu, Zhaole Sun, Robert Fisher",/paper/2021/hash/593906af0d138e69f49d251d3e7cbed0-Abstract.html
824,Learning to Simulate Self-driven Particles System with Coordinated Policy Optimization,"Zhenghao Peng, Quanyi Li, Ka Ming Hui, Chunxiao Liu, Bolei Zhou",/paper/2021/hash/594ca7adb3277c51a998252e2d4c906e-Abstract.html
825,Gradient-based Hyperparameter Optimization Over Long Horizons,"Paul Micaelli, Amos J. Storkey",/paper/2021/hash/596dedf4498e258e4bdc9fd70df9a859-Abstract.html
826,Stochastic Bias-Reduced Gradient Methods,"Hilal Asi, Yair Carmon, Arun Jambulapati, Yujia Jin, Aaron Sidford",/paper/2021/hash/597c7b407a02cc0a92167e7a371eca25-Abstract.html
827,"The Causal-Neural Connection: Expressiveness, Learnability, and Inference","Kevin Xia, Kai-Zhan Lee, Yoshua Bengio, Elias Bareinboim",/paper/2021/hash/5989add1703e4b0480f75e2390739f34-Abstract.html
828,Validation Free and Replication Robust Volume-based Data Valuation,"Xinyi Xu, Zhaoxuan Wu, Chuan Sheng Foo, Bryan Kian Hsiang Low",/paper/2021/hash/59a3adea76fadcb6dd9e54c96fc155d1-Abstract.html
829,Implicit Finite-Horizon Approximation and Efficient Optimal Algorithms for Stochastic Shortest Path,"Liyu Chen, Mehdi Jafarnia-Jahromi, Rahul Jain, Haipeng Luo",/paper/2021/hash/59b1deff341edb0b76ace57820cef237-Abstract.html
830,A Separation Result Between Data-oblivious and Data-aware Poisoning Attacks,"Samuel Deng, Sanjam Garg, Somesh Jha, Saeed Mahloujifar, Mohammad Mahmoody, Abhradeep Guha Thakurta",/paper/2021/hash/5a499f6e26313e19bd4049009bbed5bd-Abstract.html
831,Deep Learning Through the Lens of Example Difficulty,"Robert Baldock, Hartmut Maennel, Behnam Neyshabur",/paper/2021/hash/5a4b25aaed25c2ee1b74de72dc03c14e-Abstract.html
832,R-Drop: Regularized Dropout for Neural Networks,"xiaobo liang, Lijun Wu, Juntao Li, Yue Wang, Qi Meng, Tao Qin, Wei Chen, Min Zhang, Tie-Yan Liu",/paper/2021/hash/5a66b9200f29ac3fa0ae244cc2a51b39-Abstract.html
833,Diversity Enhanced Active Learning with Strictly Proper Scoring Rules,"Wei Tan, Lan Du, Wray Buntine",/paper/2021/hash/5a7b238ba0f6502e5d6be14424b20ded-Abstract.html
834,SSUL: Semantic Segmentation with Unknown Label for Exemplar-based Class-Incremental Learning,"Sungmin Cha, beomyoung kim, YoungJoon Yoo, Taesup Moon",/paper/2021/hash/5a9542c773018268fc6271f7afeea969-Abstract.html
835,Lower and Upper Bounds on the Pseudo-Dimension of Tensor Network Models,"Behnoush Khavari, Guillaume Rabusseau",/paper/2021/hash/5a9d8bf5b7a4b35f3110dde8673bdda2-Abstract.html
836,What Makes Multi-Modal Learning Better than Single (Provably),"Yu Huang, Chenzhuang Du, Zihui Xue, Xuanyao Chen, Hang Zhao, Longbo Huang",/paper/2021/hash/5aa3405a3f865c10f420a4a7b55cbff3-Abstract.html
837,Quantifying and Improving Transferability in Domain Generalization,"Guojun Zhang, Han Zhao, Yaoliang Yu, Pascal Poupart",/paper/2021/hash/5adaacd4531b78ff8b5cedfe3f4d5212-Abstract.html
838,Beyond Pinball Loss: Quantile Methods for Calibrated Uncertainty Quantification,"Youngseog Chung, Willie Neiswanger, Ian Char, Jeff Schneider",/paper/2021/hash/5b168fdba5ee5ea262cc2d4c0b457697-Abstract.html
839,Dynamic Inference with Neural Interpreters,"Nasim Rahaman, Muhammad Waleed Gondal, Shruti Joshi, Peter Gehler, Yoshua Bengio, Francesco Locatello, Bernhard Schölkopf",/paper/2021/hash/5b4e9aa703d0bfa11041debaa2d1b633-Abstract.html
840,Leveraging Recursive Gumbel-Max Trick for Approximate Inference in Combinatorial Spaces,"Kirill Struminsky, Artyom Gadetsky, Denis Rakitin, Danil Karpushkin, Dmitry P. Vetrov",/paper/2021/hash/5b658d2a925565f0755e035597f8d22f-Abstract.html
841,Hamiltonian Dynamics with Non-Newtonian Momentum for Rapid Sampling,"Greg Ver Steeg, Aram Galstyan",/paper/2021/hash/5b970a1d9be0fd100063fd6cd688b73e-Abstract.html
842,Dynamic Normalization and Relay for Video Action Recognition,"Dongqi Cai, Anbang Yao, Yurong Chen",/paper/2021/hash/5bd529d5b07b647a8863cf71e98d651a-Abstract.html
843,Robust Visual Reasoning via Language Guided Neural Module Networks,"Arjun Akula, Varun Jampani, Soravit Changpinyo, Song-Chun Zhu",/paper/2021/hash/5bd53571b97884635d13910db49626bc-Abstract.html
844,True Few-Shot Learning with Language Models,"Ethan Perez, Douwe Kiela, Kyunghyun Cho",/paper/2021/hash/5c04925674920eb58467fb52ce4ef728-Abstract.html
845,Selective Sampling for Online Best-arm Identification,"Romain Camilleri, Zhihan Xiong, Maryam Fazel, Lalit Jain, Kevin G. Jamieson",/paper/2021/hash/5c333c4ffd55c7a3576e6a614d81af82-Abstract.html
846,Multi-task Learning of Order-Consistent Causal Graphs,"Xinshi Chen, Haoran Sun, Caleb Ellington, Eric Xing, Le Song",/paper/2021/hash/5c3a3b139a11689e0bc55abd95e20e39-Abstract.html
847,Learning to Iteratively Solve Routing Problems with Dual-Aspect Collaborative Transformer,"Yining Ma, Jingwen Li, Zhiguang Cao, Wen Song, Le Zhang, Zhenghua Chen, Jing Tang",/paper/2021/hash/5c53292c032b6cb8510041c54274e65f-Abstract.html
848,Learning interaction rules from multi-animal trajectories via augmented behavioral models,"Keisuke Fujii, Naoya Takeishi, Kazushi Tsutsui, Emyo Fujioka, Nozomi Nishiumi, Ryoya Tanaka, Mika Fukushiro, Kaoru Ide, Hiroyoshi Kohno, Ken Yoda, Susumu Takahashi, Shizuko Hiryu, Yoshinobu Kawahara",/paper/2021/hash/5c572eca050594c7bc3c36e7e8ab9550-Abstract.html
849,Differentiable Synthesis of Program Architectures,"Guofeng Cui, He Zhu",/paper/2021/hash/5c5a93a042235058b1ef7b0ac1e11b67-Abstract.html
850,Make Sure You're Unsure: A Framework for Verifying Probabilistic Specifications,"Leonard Berrada, Sumanth Dathathri, Krishnamurthy Dvijotham, Robert Stanforth, Rudy R. Bunel, Jonathan Uesato, Sven Gowal, M. Pawan Kumar",/paper/2021/hash/5c5bc7df3d37b2a7ea29e1b47b2bd4ab-Abstract.html
851,Oracle-Efficient Regret Minimization in Factored MDPs with Unknown Structure,"Aviv Rosenberg, Yishay Mansour",/paper/2021/hash/5c936263f3428a40227908d5a3847c0b-Abstract.html
852,Linear-Time Probabilistic Solution of Boundary Value Problems,"Nicholas Krämer, Philipp Hennig",/paper/2021/hash/5ca3e9b122f61f8f06494c97b1afccf3-Abstract.html
853,Lifelong Domain Adaptation via Consolidated Internal Distribution,Mohammad Rostami,/paper/2021/hash/5caf41d62364d5b41a893adc1a9dd5d4-Abstract.html
854,Counterbalancing Learning and Strategic Incentives in Allocation Markets,"Jamie Kang, Faidra Monachou, Moran Koren, Itai Ashlagi",/paper/2021/hash/5cc3749a6e56ef6d656735dff9176074-Abstract.html
855,Controlling Neural Networks with Rule Representations,"Sungyong Seo, Sercan Arik, Jinsung Yoon, Xiang Zhang, Kihyuk Sohn, Tomas Pfister",/paper/2021/hash/5cd5058bca53951ffa7801bcdf421651-Abstract.html
856,Making the most of your day: online learning for optimal allocation of time,"Etienne Boursier, Tristan Garrec, Vianney Perchet, Marco Scarsini",/paper/2021/hash/5d2c2cee8ab0b9a36bd1ed7196bd6c4a-Abstract.html
857,Federated Reconstruction: Partially Local Federated Learning,"Karan Singhal, Hakim Sidahmed, Zachary Garrett, Shanshan Wu, John Rush, Sushant Prakash",/paper/2021/hash/5d44a2b0d85aa1a4dd3f218be6422c66-Abstract.html
858,Optimal prediction of Markov chains with and without spectral gap,"Yanjun Han, Soham Jana, Yihong Wu",/paper/2021/hash/5d69dc892ba6e79fda0c6a1e286f24c5-Abstract.html
859,Subquadratic Overparameterization for Shallow Neural Networks,"ChaeHwan Song, Ali Ramezani-Kebrya, Thomas Pethick, Armin Eftekhari, Volkan Cevher",/paper/2021/hash/5d9e4a04afb9f3608ccc76c1ffa7573e-Abstract.html
860,Continuous Doubly Constrained Batch Reinforcement Learning,"Rasool Fakoor, Jonas W. Mueller, Kavosh Asadi, Pratik Chaudhari, Alexander J. Smola",/paper/2021/hash/5da713a690c067105aeb2fae32403405-Abstract.html
861,Bridging Explicit and Implicit Deep Generative Models via Neural Stein Estimators,"Qitian Wu, Rui Gao, Hongyuan Zha",/paper/2021/hash/5db60c98209913790e4fcce4597ee37c-Abstract.html
862,Score-based Generative Modeling in Latent Space,"Arash Vahdat, Karsten Kreis, Jan Kautz",/paper/2021/hash/5dca4c6b9e244d24a30b4c45601d9720-Abstract.html
863,Deep Conditional Gaussian Mixture Model for Constrained Clustering,"Laura Manduchi, Kieran Chin-Cheong, Holger Michel, Sven Wellmann, Julia Vogt",/paper/2021/hash/5dd9db5e033da9c6fb5ba83c7a7ebea9-Abstract.html
864,Bootstrap Your Object Detector via Mixed Training,"Mengde Xu, Zheng Zhang, Fangyun Wei, Yutong Lin, Yue Cao, Stephen Lin, Han Hu, Xiang Bai",/paper/2021/hash/5e15fb59326e7a9c3d6558ca74621683-Abstract.html
865,Tensor decompositions of higher-order correlations by nonlinear Hebbian plasticity,"Gabriel Ocker, Michael Buice",/paper/2021/hash/5e34a2b4c23f4de585fb09a7f546f527-Abstract.html
866,Online Adaptation to Label Distribution Shift,"Ruihan Wu, Chuan Guo, Yi Su, Kilian Q. Weinberger",/paper/2021/hash/5e6bd7a6970cd4325e587f02667f7f73-Abstract.html
867,One Explanation is Not Enough: Structured Attention Graphs for Image Classification,"Vivswan Shitole, Fuxin Li, Minsuk Kahng, Prasad Tadepalli, Alan Fern",/paper/2021/hash/5e751896e527c862bf67251a474b3819-Abstract.html
868,Integrating Expert ODEs into Neural ODEs: Pharmacology and Disease Progression,"Zhaozhi Qian, William Zame, Lucas Fleuren, Paul Elbers, Mihaela van der Schaar",/paper/2021/hash/5ea1649a31336092c05438df996a3e59-Abstract.html
869,Shifted Chunk Transformer for Spatio-Temporal Representational Learning,"Xuefan Zha, Wentao Zhu, Lv Xun, Sen Yang, Ji Liu",/paper/2021/hash/5edc4f7dce28c711afc6265b4f99bf57-Abstract.html
870,Faster proximal algorithms for matrix optimization using Jacobi-based eigenvalue methods,"Hamza Fawzi, Harry Goulbourne",/paper/2021/hash/5ef78f63ba22e7dfb2fa44613311b932-Abstract.html
871,Decrypting Cryptic Crosswords: Semantically Complex Wordplay Puzzles as a Target for NLP,"Josh Rozner, Christopher Potts, Kyle Mahowald",/paper/2021/hash/5f1d3986fae10ed2994d14ecd89892d7-Abstract.html
872,An Improved Analysis of Gradient Tracking for Decentralized Machine Learning,"Anastasiia Koloskova, Tao Lin, Sebastian U. Stich",/paper/2021/hash/5f25fbe144e4a81a1b0080b6c1032778-Abstract.html
873,Entropic Desired Dynamics for Intrinsic Control,"Steven Hansen, Guillaume Desjardins, Kate Baumli, David Warde-Farley, Nicolas Heess, Simon Osindero, Volodymyr Mnih",/paper/2021/hash/5f7f02b7e4ade23430f345f954c938c1-Abstract.html
874,Exploring Cross-Video and Cross-Modality Signals for Weakly-Supervised Audio-Visual Video Parsing,"Yan-Bo Lin, Hung-Yu Tseng, Hsin-Ying Lee, Yen-Yu Lin, Ming-Hsuan Yang",/paper/2021/hash/5f93f983524def3dca464469d2cf9f3e-Abstract.html
875,Littlestone Classes are Privately Online Learnable,"Noah Golowich, Roi Livni",/paper/2021/hash/5fbb4eb0e7c2cedf731ec7c18e344141-Abstract.html
876,Dual Parameterization of Sparse Variational Gaussian Processes,"Vincent ADAM, Paul Chang, Mohammad Emtiyaz E. Khan, Arno Solin",/paper/2021/hash/5fcc629edc0cfa360016263112fe8058-Abstract.html
877,Learning to dehaze with polarization,"Chu Zhou, Minggui Teng, Yufei Han, Chao Xu, Boxin Shi",/paper/2021/hash/5fd0b37cd7dbbb00f97ba6ce92bf5add-Abstract.html
878,Conservative Data Sharing for Multi-Task Offline Reinforcement Learning,"Tianhe Yu, Aviral Kumar, Yevgen Chebotar, Karol Hausman, Sergey Levine, Chelsea Finn",/paper/2021/hash/5fd2c06f558321eff612bbbe455f6fbd-Abstract.html
879,Universal Rate-Distortion-Perception Representations for Lossy Compression,"George Zhang, Jingjing Qian, Jun Chen, Ashish Khisti",/paper/2021/hash/5fde40544cff0001484ecae2466ce96e-Abstract.html
880,What’s a good imputation to predict with missing values?,"Marine Le Morvan, Julie Josse, Erwan Scornet, Gael Varoquaux",/paper/2021/hash/5fe8fdc79ce292c39c5f209d734b7206-Abstract.html
881,Replacing Rewards with Examples: Example-Based Policy Search via Recursive Classification,"Ben Eysenbach, Sergey Levine, Russ R. Salakhutdinov",/paper/2021/hash/5ffaa9f5182c2a36843f438bb1fdbdea-Abstract.html
882,Hierarchical Skills for Efficient Exploration,"Jonas Gehring, Gabriel Synnaeve, Andreas Krause, Nicolas Usunier",/paper/2021/hash/60106888f8977b71e1f15db7bc9a88d1-Abstract.html
883,Evidential Softmax for Sparse Multimodal Distributions in Deep Generative Models,"Phil Chen, Mikhal Itkina, Ransalu Senanayake, Mykel J Kochenderfer",/paper/2021/hash/60243f9b1ac2dba11ff8131c8f4431e0-Abstract.html
884,Submodular + Concave,"Siddharth Mitra, Moran Feldman, Amin Karbasi",/paper/2021/hash/602443a3d6907117d8b4a308844e963e-Abstract.html
885,DeepGEM: Generalized Expectation-Maximization for Blind Inversion,"Angela Gao, Jorge Castellanos, Yisong Yue, Zachary Ross, Katherine Bouman",/paper/2021/hash/606c90a06173d69682feb83037a68fec-Abstract.html
886,Learning to Generate Visual Questions with Noisy Supervision,"Shen Kai, Lingfei Wu, Siliang Tang, Yueting Zhuang, zhen he, Zhuoye Ding, Yun Xiao, Bo Long",/paper/2021/hash/60792d855cd8a912a97711f91a1f155c-Abstract.html
887,Pure Exploration in Kernel and Neural Bandits,"Yinglun Zhu, Dongruo Zhou, Ruoxi Jiang, Quanquan Gu, Rebecca Willett, Robert Nowak",/paper/2021/hash/6084e82a08cb979cf75ae28aed37ecd4-Abstract.html
888,Numerical Composition of Differential Privacy,"Sivakanth Gopi, Yin Tat Lee, Lukas Wutschitz",/paper/2021/hash/6097d8f3714205740f30debe1166744e-Abstract.html
889,Coresets for Classification – Simplified and Strengthened,"Tung Mai, Cameron Musco, Anup Rao",/paper/2021/hash/6098ed616e715171f0dabad60a8e5197-Abstract.html
890,Sequential Algorithms for Testing Closeness of Distributions,"Aadil Oufkir, Omar Fawzi, Nicolas Flammarion, Aurélien Garivier",/paper/2021/hash/609c5e5089a9aa967232aba2a4d03114-Abstract.html
891,Overlapping Spaces for Compact Graph Representations,"Kirill Shevkunov, Liudmila Prokhorenkova",/paper/2021/hash/60b2149f6bafd1cc9d505496f09160ba-Abstract.html
892,Hyperparameter Tuning is All You Need for LISTA,"Xiaohan Chen, Jialin Liu, Zhangyang Wang, Wotao Yin",/paper/2021/hash/60c97bef031ec312b512c08565c1868e-Abstract.html
893,Foundations of Symbolic Languages for Model Interpretability,"Marcelo Arenas, Daniel Báez, Pablo Barceló, Jorge Pérez, Bernardo Subercaseaux",/paper/2021/hash/60cb558c40e4f18479664069d9642d5a-Abstract.html
894,Bridging Offline Reinforcement Learning and Imitation Learning: A Tale of Pessimism,"Paria Rashidinejad, Banghua Zhu, Cong Ma, Jiantao Jiao, Stuart Russell",/paper/2021/hash/60ce36723c17bbac504f2ef4c8a46995-Abstract.html
895,Impression learning: Online representation learning with synaptic plasticity,"Colin Bredenberg, Benjamin Lyo, Eero Simoncelli, Cristina Savin",/paper/2021/hash/615299acbbac3e21302bbc435091ad9f-Abstract.html
896,How Well do Feature Visualizations Support Causal Understanding of CNN Activations?,"Roland S. Zimmermann, Judy Borowski, Robert Geirhos, Matthias Bethge, Thomas Wallis, Wieland Brendel",/paper/2021/hash/618faa1728eb2ef6e3733645273ab145-Abstract.html
897,Fixes That Fail: Self-Defeating Improvements in Machine-Learning Systems,"Ruihan Wu, Chuan Guo, Awni Hannun, Laurens van der Maaten",/paper/2021/hash/619427579e7b067421f6aa89d4a8990c-Abstract.html
898,Coarse-to-fine Animal Pose and Shape Estimation,"Chen Li, Gim Hee Lee",/paper/2021/hash/6195f47dcff14b8f242aa333cdb2703e-Abstract.html
899,Meta-Learning Sparse Implicit Neural Representations,"Jaeho Lee, Jihoon Tack, Namhoon Lee, Jinwoo Shin",/paper/2021/hash/61b1fb3f59e28c67f3925f3c79be81a1-Abstract.html
900,Rethinking Space-Time Networks with Improved Memory Coverage for Efficient Video Object Segmentation,"Ho Kei Cheng, Yu-Wing Tai, Chi-Keung Tang",/paper/2021/hash/61b4a64be663682e8cb037d9719ad8cd-Abstract.html
901,Sparse Spiking Gradient Descent,"Nicolas Perez-Nieves, Dan Goodman",/paper/2021/hash/61f2585b0ebcf1f532c4d1ec9a7d51aa-Abstract.html
902,Rethinking Calibration of Deep Neural Networks: Do Not Be Afraid of Overconfidence,"Deng-Bao Wang, Lei Feng, Min-Ling Zhang",/paper/2021/hash/61f3a6dbc9120ea78ef75544826c814e-Abstract.html
903,Towards Efficient and Effective Adversarial Training,"Gaurang Sriramanan, Sravanti Addepalli, Arya Baburaj, Venkatesh Babu R",/paper/2021/hash/62889e73828c756c961c5a6d6c01a463-Abstract.html
904,Intriguing Properties of Contrastive Losses,"Ting Chen, Calvin Luo, Lala Li",/paper/2021/hash/628f16b29939d1b060af49f66ae0f7f8-Abstract.html
905,Detecting Moments and Highlights in Videos via Natural Language Queries,"Jie Lei, Tamara L Berg, Mohit Bansal",/paper/2021/hash/62e0973455fd26eb03e91d5741a4a3bb-Abstract.html
906,"Stochastic optimization under time drift: iterate averaging, step-decay schedules, and high probability guarantees","Joshua Cutler, Dmitriy Drusvyatskiy, Zaid Harchaoui",/paper/2021/hash/62e7f2e090fe150ef8deb4466fdc81b3-Abstract.html
907,Learning Stable Deep Dynamics Models for Partially Observed or Delayed Dynamical Systems,"Andreas Schlaginhaufen, Philippe Wenk, Andreas Krause, Florian Dorfler",/paper/2021/hash/6332a8f62e3a9d5831724f2ffe55cae0-Abstract.html
908,An Uncertainty Principle is a Price of Privacy-Preserving Microdata,"John Abowd, Robert Ashmead, Ryan Cumings-Menon, Simson Garfinkel, Daniel Kifer, Philip Leclerc, William Sexton, Ashley Simpson, Christine Task, Pavel Zhuravlev",/paper/2021/hash/639d79cc857a6c76c2723b7e014fccb0-Abstract.html
909,Fairness in Ranking under Uncertainty,"Ashudeep Singh, David Kempe, Thorsten Joachims",/paper/2021/hash/63c3ddcc7b23daa1e42dc41f9a44a873-Abstract.html
910,Generalized Proximal Policy Optimization with Sample Reuse,"James Queeney, Yannis Paschalidis, Christos G Cassandras",/paper/2021/hash/63c4b1baf3b4460fa9936b1a20919bec-Abstract.html
911,Mosaicking to Distill: Knowledge Distillation from Out-of-Domain Data,"Gongfan Fang, Yifan Bao, Jie Song, Xinchao Wang, Donglin Xie, Chengchao Shen, Mingli Song",/paper/2021/hash/63dc7ed1010d3c3b8269faf0ba7491d4-Abstract.html
912,Batch Active Learning at Scale,"Gui Citovsky, Giulia DeSalvo, Claudio Gentile, Lazaros Karydas, Anand Rajagopalan, Afshin Rostamizadeh, Sanjiv Kumar",/paper/2021/hash/64254db8396e404d9223914a0bd355d2-Abstract.html
913,Joint Semantic Mining for Weakly Supervised RGB-D Salient Object Detection,"Jingjing Li, Wei Ji, Qi Bi, Cheng Yan, Miao Zhang, Yongri Piao, Huchuan Lu, Li cheng",/paper/2021/hash/642e92efb79421734881b53e1e1b18b6-Abstract.html
914,Not All Images are Worth 16x16 Words: Dynamic Transformers for Efficient Image Recognition,"Yulin Wang, Rui Huang, Shiji Song, Zeyi Huang, Gao Huang",/paper/2021/hash/64517d8435994992e682b3e4aa0a0661-Abstract.html
915,Contrastive Learning for Neural Topic Model,"Thong Nguyen, Anh Tuan Luu",/paper/2021/hash/6467c327eaf8940b4dd07a08c63c5e85-Abstract.html
916,Learning in two-player zero-sum partially observable Markov games with perfect recall,"Tadashi Kozuno, Pierre Ménard, Remi Munos, Michal Valko",/paper/2021/hash/646c9941d7fb1bc793a7929328ae3f2f-Abstract.html
917,A Geometric Structure of Acceleration and Its Role in Making Gradients Small Fast,"Jongmin Lee, Chanwoo Park, Ernest Ryu",/paper/2021/hash/647c722bf90a49140184672e0d3723e3-Abstract.html
918,ATISS: Autoregressive Transformers for Indoor Scene Synthesis,"Despoina Paschalidou, Amlan Kar, Maria Shugrina, Karsten Kreis, Andreas Geiger, Sanja Fidler",/paper/2021/hash/64986d86a17424eeac96b08a6d519059-Abstract.html
919,Generalized Depthwise-Separable Convolutions for Adversarially Robust and Efficient Neural Networks,"Hassan Dbouk, Naresh Shanbhag",/paper/2021/hash/649adc59afdef2a8b9e943f94a04b02f-Abstract.html
920,A Provably Efficient Model-Free Posterior Sampling Method for Episodic Reinforcement Learning,"Christoph Dann, Mehryar Mohri, Tong Zhang, Julian Zimmert",/paper/2021/hash/649d45bf179296e31731adfd4df25588-Abstract.html
921,Fast Federated Learning in the Presence of Arbitrary Device Unavailability,"Xinran Gu, Kaixuan Huang, Jingzhao Zhang, Longbo Huang",/paper/2021/hash/64be20f6dd1dd46adf110cf871e3ed35-Abstract.html
922,On The Structure of Parametric Tournaments with Application to Ranking from Pairwise Comparisons,"Vishnu Veerathu, Arun Rajkumar",/paper/2021/hash/64dafb11e52edd3cd840bf24e56ddce6-Abstract.html
923,SegFormer: Simple and Efficient Design for Semantic Segmentation with Transformers,"Enze Xie, Wenhai Wang, Zhiding Yu, Anima Anandkumar, Jose M. Alvarez, Ping Luo",/paper/2021/hash/64f1f27bf1b4ec22924fd0acb550c235-Abstract.html
924,Fairness via Representation Neutralization,"Mengnan Du, Subhabrata Mukherjee, Guanchu Wang, Ruixiang Tang, Ahmed Awadallah, Xia Hu",/paper/2021/hash/64ff7983a47d331b13a81156e2f4d29d-Abstract.html
925,Residual Relaxation for Multi-view Representation Learning,"Yifei Wang, Zhengyang Geng, Feng Jiang, Chuming Li, Yisen Wang, Jiansheng Yang, Zhouchen Lin",/paper/2021/hash/6516c28727509c3db6280ae16254e916-Abstract.html
926,Do Vision Transformers See Like Convolutional Neural Networks?,"Maithra Raghu, Thomas Unterthiner, Simon Kornblith, Chiyuan Zhang, Alexey Dosovitskiy",/paper/2021/hash/652cf38361a209088302ba2b8b7f51e0-Abstract.html
927,Optimization-Based Algebraic Multigrid Coarsening Using Reinforcement Learning,"Ali Taghibakhshi, Scott MacLachlan, Luke Olson, Matthew West",/paper/2021/hash/6531b32f8d02fece98ff36a64a7c8260-Abstract.html
928,Delayed Propagation Transformer: A Universal Computation Engine towards Practical Control in Cyber-Physical Systems,"Wenqing Zheng, Qiangqiang Guo, Hao Yang, Peihao Wang, Zhangyang Wang",/paper/2021/hash/654516d1b4df6917094de807156adc14-Abstract.html
929,Explaining Latent Representations with a Corpus of Examples,"Jonathan Crabbe, Zhaozhi Qian, Fergus Imrie, Mihaela van der Schaar",/paper/2021/hash/65658fde58ab3c2b6e5132a39fae7cb9-Abstract.html
